% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
902	1	2	1	0	28	4395	2	0	0
902	2	37	2	0	28	4395	0	1	0
902	3	9	19	0	18	1980	1	0	0
902	5	18	2	0	6	621	0	1	0
902	6	4	1	0	28	4395	0	1	0
902	9	20	1	0	28	4395	1	0	0
903	2	39	3	0	28	4395	2	0	0
903	3	14	34	0	18	1980	0	1	0
903	4	30	4	0	28	4395	1	0	0
903	5	51	5	0	10	935	0	1	0
903	6	6	2	0	28	4395	0	1	0
903	7	50	2	0	28	4395	2	0	0
903	8	16	3	0	28	4395	2	0	0
904	2	35	1	0	10	935	0	1	0
904	3	52	32	0	14	1527	0	1	0
904	4	24	3	0	10	935	0	1	0
904	5	11	3	0	28	4395	0	1	0
904	7	44	1	0	28	4395	0	1	0
904	8	43	1	0	28	4395	0	1	0
904	13	22	2	0	28	4395	1	0	0
905	3	53	35	0	22	2769	1	0	0
905	4	23	5	0	10	935	0	1	0
905	6	41	3	0	28	4395	0	1	0
905	9	20	1	0	28	4395	0	1	0
905	10	36	1	0	28	4395	1	0	0
906	2	39	3	0	28	4395	0	1	0
906	3	1	39	0	24	3182	1	0	0
906	4	30	4	0	28	4395	0	1	0
906	10	38	2	0	28	4395	1	0	0
906	11	46	2	0	28	4395	0	1	0
907	3	13	31	0	22	2769	0	1	0
907	4	21	1	0	28	4395	1	0	0
907	5	12	4	0	10	935	0	1	0
907	10	36	1	0	2	269	0	1	0
907	11	57	1	0	28	4395	1	0	0
907	13	48	1	0	28	4395	0	1	0
908	1	2	1	0	28	4395	0	1	0
908	2	37	2	0	28	4395	0	1	0
908	3	25	37	0	12	1191	0	1	0
908	8	17	2	0	28	4395	1	0	0
908	13	22	2	0	28	4395	0	1	0
909	1	2	1	0	28	4395	3	0	0
909	2	39	3	0	28	4395	0	1	0
909	3	49	18	0	24	3182	0	1	0
909	7	42	3	0	28	4395	0	1	0
909	8	16	3	0	28	4395	0	1	0
909	10	38	2	0	28	4395	0	1	0
910	1	5	2	0	4	437	0	1	0
910	2	39	3	0	28	4395	3	0	0
910	3	14	34	0	18	1980	1	0	0
910	4	21	1	0	28	4395	0	1	0
910	6	6	2	0	28	4395	1	0	0
910	7	50	2	0	28	4395	0	1	0
910	11	57	1	0	28	4395	0	1	0
911	3	52	32	0	14	1527	1	0	0
911	5	11	3	0	28	4395	1	0	0
911	8	17	2	0	28	4395	0	1	0
911	10	45	3	0	28	4395	0	1	0
911	12	47	1	0	28	4395	0	1	0
911	13	22	2	0	28	4395	2	0	0
912	2	35	1	0	10	935	0	1	0
912	3	31	24	0	12	1191	0	1	0
912	5	18	2	0	4	437	0	1	0
912	6	4	1	0	28	4395	0	1	0
912	9	20	1	0	28	4395	1	0	0
913	2	39	3	0	28	4395	1	0	0
913	3	14	34	0	20	2385	0	1	0
913	4	30	4	0	28	4395	1	0	0
913	5	51	5	0	8	839	0	1	0
913	6	6	2	0	28	4395	0	1	0
913	8	43	1	0	28	4395	0	1	0
914	3	13	31	0	22	2769	1	0	0
914	4	24	3	0	10	935	0	1	0
914	5	11	3	0	28	4395	0	1	0
914	7	44	1	0	28	4395	0	1	0
915	1	2	1	0	28	4395	1	0	0
915	3	10	5	0	14	1527	0	1	0
915	4	23	5	0	10	935	0	1	0
915	5	19	1	0	28	4395	0	1	0
915	6	41	3	0	28	4395	0	1	0
915	9	20	1	0	28	4395	0	1	0
915	13	22	2	0	28	4395	1	0	0
916	2	39	3	0	28	4395	1	0	0
916	3	49	18	0	24	3182	1	0	0
916	4	30	4	0	28	4395	0	1	0
916	5	19	1	0	28	4395	0	1	0
916	8	16	3	0	28	4395	1	0	0
916	10	38	2	0	28	4395	1	0	0
916	11	46	2	0	28	4395	0	1	0
917	3	58	30	0	20	2385	0	1	0
917	4	21	1	0	28	4395	1	0	0
917	5	12	4	0	28	4395	0	1	0
917	10	36	1	0	28	4395	0	1	0
917	11	57	1	0	28	4395	1	0	0
917	13	48	1	0	28	4395	0	1	0
918	1	2	1	0	0	165	0	1	0
918	3	26	23	0	22	2769	0	1	0
918	8	17	2	0	28	4395	1	0	0
918	13	22	2	0	28	4395	3	0	0
919	1	5	2	0	4	437	0	1	0
919	3	60	17	0	28	4395	0	1	0
919	6	4	1	0	28	4395	1	0	0
919	7	42	3	0	28	4395	0	1	0
919	8	16	3	0	28	4395	0	1	0
919	10	38	2	0	28	4395	0	1	0
919	13	22	2	0	28	4395	0	1	0
920	2	39	3	0	28	4395	2	0	0
920	3	14	34	0	20	2385	1	0	0
920	4	21	1	0	28	4395	0	1	0
920	6	6	2	0	28	4395	1	0	0
920	7	50	2	0	28	4395	0	1	0
920	11	57	1	0	28	4395	0	1	0
921	3	54	7	0	20	2385	0	1	0
921	5	11	3	0	28	4395	1	0	0
921	8	17	2	0	28	4395	0	1	0
921	10	45	3	0	28	4395	0	1	0
921	12	47	1	0	28	4395	0	1	0
922	1	2	1	0	28	4395	2	0	0
922	2	37	2	0	28	4395	0	1	0
922	3	10	5	0	14	1527	1	0	0
922	5	19	1	0	28	4395	1	0	0
922	6	4	1	0	28	4395	0	1	0
922	9	20	1	0	28	4395	1	0	0
923	2	35	1	0	28	4395	0	1	0
923	3	55	1	0	26	3662	0	1	0
923	4	30	4	0	28	4395	1	0	0
923	5	51	5	0	10	935	0	1	0
923	6	6	2	0	28	4395	0	1	0
923	8	16	3	0	28	4395	2	0	0
924	3	58	30	0	20	2385	1	0	0
924	4	24	3	0	10	935	0	1	0
924	5	12	4	0	28	4395	1	0	0
924	7	44	1	0	28	4395	0	1	0
924	8	43	1	0	28	4395	0	1	0
924	10	36	1	0	28	4395	1	0	0
925	3	26	23	0	22	2769	1	0	0
925	4	23	5	0	10	935	0	1	0
925	5	11	3	0	8	839	0	1	0
925	6	41	3	0	28	4395	0	1	0
925	9	20	1	0	28	4395	0	1	0
926	2	39	3	0	28	4395	0	1	0
926	3	60	17	0	28	4395	1	0	0
926	4	30	4	0	28	4395	0	1	0
926	5	18	2	0	28	4395	0	1	0
926	8	16	3	0	28	4395	1	0	0
926	10	38	2	0	28	4395	1	0	0
926	11	46	2	0	28	4395	0	1	0
926	13	22	2	0	28	4395	1	0	0
927	2	39	3	0	28	4395	3	0	0
927	3	19	41	0	0	165	0	1	0
927	4	21	1	0	28	4395	1	0	0
927	5	12	4	0	28	4395	0	1	0
927	7	50	2	0	28	4395	1	0	0
927	10	36	1	0	28	4395	0	1	0
927	11	57	1	0	28	4395	1	0	0
927	13	48	1	0	28	4395	0	1	0
928	1	2	1	0	28	4395	0	1	0
928	3	54	7	0	20	2385	1	0	0
928	8	17	2	0	28	4395	1	0	0
928	13	22	2	0	28	4395	0	1	0
929	1	2	1	0	28	4395	3	0	0
929	3	10	5	0	14	1527	2	0	0
929	7	42	3	0	28	4395	0	1	0
929	8	16	3	0	28	4395	0	1	0
929	10	38	2	0	28	4395	0	1	0
930	1	5	2	0	4	437	0	1	0
930	2	35	1	0	28	4395	1	0	0
930	3	55	1	0	26	3662	1	0	0
930	4	21	1	0	28	4395	0	1	0
930	6	6	2	0	28	4395	1	0	0
930	7	50	2	0	28	4395	0	1	0
930	11	57	1	0	28	4395	0	1	0
931	3	9	19	0	16	1836	0	1	0
931	5	18	2	0	6	621	0	1	0
931	8	17	2	0	28	4395	0	1	0
931	10	45	3	0	28	4395	0	1	0
931	11	40	3	0	28	4395	0	1	0
931	12	47	1	0	28	4395	0	1	0
932	2	37	2	0	28	4395	0	1	0
932	3	7	3	0	18	1980	0	1	0
932	6	4	1	0	28	4395	0	1	0
932	9	20	1	0	28	4395	1	0	0
933	2	39	3	0	28	4395	1	0	0
933	3	56	21	0	12	1191	0	1	0
933	4	30	4	0	28	4395	1	0	0
933	5	18	2	0	28	4395	1	0	0
933	6	6	2	0	28	4395	0	1	0
933	8	16	3	0	28	4395	2	0	0
933	13	22	2	0	28	4395	2	0	0
934	2	35	1	0	8	839	0	1	0
934	3	32	22	0	28	4395	0	1	0
934	4	24	3	0	10	935	0	1	0
934	5	12	4	0	28	4395	1	0	0
934	7	44	1	0	28	4395	0	1	0
934	8	43	1	0	28	4395	0	1	0
934	10	36	1	0	28	4395	1	0	0
935	1	2	1	0	28	4395	1	0	0
935	3	10	5	0	14	1527	0	1	0
935	4	23	5	0	8	839	0	1	0
935	5	51	5	0	8	839	0	1	0
935	6	41	3	0	28	4395	0	1	0
935	9	20	1	0	28	4395	0	1	0
935	13	22	2	0	28	4395	1	0	0
936	2	39	3	0	28	4395	0	1	0
936	3	19	41	0	14	1527	0	1	0
936	4	30	4	0	28	4395	0	1	0
936	5	11	3	0	28	4395	0	1	0
936	8	16	3	0	28	4395	1	0	0
936	10	38	2	0	28	4395	1	0	0
936	11	46	2	0	28	4395	0	1	0
937	3	53	35	0	28	4395	0	1	0
937	4	21	1	0	28	4395	1	0	0
937	5	12	4	0	28	4395	0	1	0
937	10	36	1	0	28	4395	0	1	0
937	11	57	1	0	28	4395	1	0	0
937	13	48	1	0	28	4395	0	1	0
938	1	2	1	0	0	165	0	1	0
938	3	26	23	0	28	4395	0	1	0
938	8	17	2	0	28	4395	1	0	0
938	13	22	2	0	28	4395	0	1	0
939	3	7	3	0	18	1980	1	0	0
939	6	4	1	0	28	4395	1	0	0
939	7	42	3	0	28	4395	0	1	0
939	8	16	3	0	28	4395	0	1	0
939	10	38	2	0	28	4395	0	1	0
940	1	5	2	0	28	4395	0	1	0
940	2	39	3	0	28	4395	2	0	0
940	3	29	40	0	18	1980	0	1	0
940	4	21	1	0	28	4395	0	1	0
940	6	6	2	0	28	4395	1	0	0
940	7	50	2	0	28	4395	0	1	0
940	11	57	1	0	28	4395	0	1	0
940	13	22	2	0	28	4395	3	0	0
941	3	32	22	0	28	4395	1	0	0
941	5	18	2	0	28	4395	0	1	0
941	8	17	2	0	28	4395	0	1	0
941	10	36	1	0	28	4395	2	0	0
941	11	40	3	0	28	4395	0	1	0
941	12	47	1	0	28	4395	0	1	0
942	1	2	1	0	28	4395	2	0	0
942	2	35	1	0	8	839	0	1	0
942	3	10	5	0	14	1527	1	0	0
942	6	4	1	0	28	4395	0	1	0
942	9	20	1	0	28	4395	1	0	0
942	10	45	3	0	28	4395	0	1	0
942	13	22	2	0	28	4395	2	0	0
943	2	39	3	0	28	4395	1	0	0
943	3	31	24	0	14	1527	0	1	0
943	4	30	4	0	28	4395	1	0	0
943	5	11	3	0	28	4395	1	0	0
943	6	6	2	0	28	4395	0	1	0
943	8	43	1	0	28	4395	0	1	0
944	3	53	35	0	28	4395	1	0	0
944	4	24	3	0	10	935	0	1	0
944	5	12	4	0	28	4395	1	0	0
944	7	44	1	0	28	4395	0	1	0
944	10	36	1	0	28	4395	1	0	0
945	3	26	23	0	28	4395	1	0	0
945	4	23	5	0	10	935	0	1	0
945	5	51	5	0	8	839	0	1	0
945	6	41	3	0	28	4395	0	1	0
945	9	20	1	0	28	4395	0	1	0
945	13	22	2	0	28	4395	1	0	0
946	2	37	2	0	28	4395	0	1	0
946	3	19	41	0	14	1527	0	1	0
946	4	30	4	0	28	4395	0	1	0
946	5	11	3	0	28	4395	0	1	0
946	8	16	3	0	28	4395	1	0	0
946	10	38	2	0	28	4395	1	0	0
946	11	46	2	0	28	4395	0	1	0
947	1	5	2	0	28	4395	1	0	0
947	2	39	3	0	28	4395	3	0	0
947	3	29	40	0	18	1980	1	0	0
947	4	21	1	0	28	4395	1	0	0
947	7	50	2	0	28	4395	1	0	0
947	10	36	1	0	28	4395	0	1	0
947	11	57	1	0	28	4395	1	0	0
947	13	48	1	0	28	4395	0	1	0
948	1	2	1	0	0	165	0	1	0
948	3	25	37	0	22	2769	0	1	0
948	5	18	2	0	28	4395	1	0	0
948	8	17	2	0	28	4395	1	0	0
948	11	40	3	0	28	4395	1	0	0
949	1	2	1	0	28	4395	3	0	0
949	3	3	20	0	24	3182	0	1	0
949	5	12	4	0	28	4395	0	1	0
949	6	4	1	0	28	4395	1	0	0
949	7	42	3	0	28	4395	0	1	0
949	8	16	3	0	28	4395	0	1	0
949	10	38	2	0	28	4395	0	1	0
949	13	22	2	0	28	4395	3	0	0
950	1	5	2	0	4	437	0	1	0
950	3	1	39	0	24	3182	0	1	0
950	4	21	1	0	28	4395	0	1	0
950	6	6	2	0	28	4395	1	0	0
950	7	50	2	0	28	4395	0	1	0
950	11	57	1	0	28	4395	0	1	0
950	13	22	2	0	2	269	0	1	0
951	3	53	35	0	28	4395	2	0	0
951	5	18	2	0	28	4395	0	1	0
951	8	17	2	0	28	4395	0	1	0
951	10	45	3	0	28	4395	0	1	0
951	11	40	3	0	28	4395	0	1	0
951	12	47	1	0	28	4395	0	1	0
952	2	37	2	0	28	4395	0	1	0
952	3	55	1	0	24	3182	0	1	0
952	6	4	1	0	28	4395	0	1	0
952	9	20	1	0	28	4395	1	0	0
952	13	22	2	0	28	4395	2	0	0
953	2	35	1	0	28	4395	0	1	0
953	3	33	38	0	16	1836	0	1	0
953	4	30	4	0	28	4395	1	0	0
953	5	11	3	0	28	4395	1	0	0
953	6	6	2	0	28	4395	0	1	0
953	8	16	3	0	28	4395	2	0	0
954	3	56	21	0	12	1191	0	1	0
954	4	24	3	0	10	935	0	1	0
954	5	51	5	0	8	839	0	1	0
954	7	44	1	0	28	4395	0	1	0
954	8	43	1	0	28	4395	0	1	0
954	10	36	1	0	28	4395	1	0	0
955	3	25	37	0	22	2769	1	0	0
955	4	23	5	0	10	935	0	1	0
955	5	11	3	0	8	839	0	1	0
955	6	41	3	0	28	4395	0	1	0
955	9	20	1	0	28	4395	0	1	0
956	2	39	3	0	28	4395	0	1	0
956	3	3	20	0	24	3182	1	0	0
956	4	30	4	0	28	4395	0	1	0
956	5	12	4	0	28	4395	1	0	0
956	10	38	2	0	28	4395	1	0	0
956	11	46	2	0	28	4395	0	1	0
957	3	1	39	0	24	3182	1	0	0
957	4	21	1	0	28	4395	1	0	0
957	10	36	1	0	28	4395	0	1	0
957	11	57	1	0	28	4395	1	0	0
957	13	22	2	0	28	4395	0	1	0
958	1	2	1	0	0	165	0	1	0
958	2	37	2	0	28	4395	0	1	0
958	3	53	35	0	28	4395	3	0	0
958	5	18	2	0	28	4395	1	0	0
958	8	17	2	0	28	4395	1	0	0
958	11	40	3	0	28	4395	1	0	0
958	13	48	1	0	28	4395	0	1	0
959	2	39	3	0	28	4395	0	1	0
959	3	55	1	0	24	3182	1	0	0
959	5	12	4	0	28	4395	0	1	0
959	6	4	1	0	28	4395	1	0	0
959	7	42	3	0	28	4395	0	1	0
959	8	16	3	0	28	4395	0	1	0
959	10	38	2	0	28	4395	0	1	0
959	13	22	2	0	28	4395	3	0	0
960	1	5	2	0	28	4395	0	1	0
960	2	35	1	0	28	4395	1	0	0
960	3	33	38	0	16	1836	1	0	0
960	4	21	1	0	28	4395	0	1	0
960	6	6	2	0	28	4395	1	0	0
960	7	50	2	0	28	4395	0	1	0
960	11	57	1	0	28	4395	0	1	0
961	3	19	41	0	16	1836	0	1	0
961	5	18	2	0	28	4395	0	1	0
961	8	17	2	0	28	4395	0	1	0
961	10	45	3	0	28	4395	0	1	0
961	11	40	3	0	28	4395	0	1	0
961	12	47	1	0	28	4395	0	1	0
962	2	35	1	0	28	4395	0	1	0
962	3	7	3	0	18	1980	0	1	0
962	6	4	1	0	28	4395	0	1	0
962	9	20	1	0	28	4395	1	0	0
963	2	39	3	0	28	4395	1	0	0
963	3	32	22	0	28	4395	0	1	0
963	4	30	4	0	28	4395	1	0	0
963	5	51	5	0	8	839	0	1	0
963	6	6	2	0	28	4395	0	1	0
963	8	43	1	0	28	4395	0	1	0
964	3	33	38	0	16	1836	0	1	0
964	4	24	3	0	10	935	0	1	0
964	5	11	3	0	10	935	0	1	0
964	7	44	1	0	28	4395	0	1	0
964	10	36	1	0	28	4395	1	0	0
964	13	22	2	0	28	4395	1	0	0
965	3	52	32	0	18	1980	0	1	0
965	4	23	5	0	10	935	0	1	0
965	6	41	3	0	28	4395	0	1	0
965	9	20	1	0	28	4395	0	1	0
966	3	14	34	0	20	2385	0	1	0
966	4	30	4	0	28	4395	0	1	0
966	5	12	4	0	28	4395	1	0	0
966	8	16	3	0	28	4395	1	0	0
966	10	38	2	0	28	4395	1	0	0
966	11	46	2	0	28	4395	0	1	0
967	1	5	2	0	28	4395	1	0	0
967	3	19	41	0	14	1527	0	1	0
967	4	21	1	0	28	4395	1	0	0
967	10	36	1	0	28	4395	0	1	0
967	11	57	1	0	28	4395	1	0	0
967	13	48	1	0	28	4395	0	1	0
968	1	2	1	0	0	165	0	1	0
968	3	59	6	0	14	1527	0	1	0
968	5	18	2	0	28	4395	1	0	0
968	8	17	2	0	28	4395	1	0	0
968	11	40	3	0	28	4395	1	0	0
968	13	22	2	0	28	4395	0	1	0
969	2	35	1	0	28	4395	1	0	0
969	3	7	3	0	18	1980	1	0	0
969	5	12	4	0	28	4395	0	1	0
969	6	4	1	0	28	4395	1	0	0
969	7	42	3	0	28	4395	0	1	0
969	8	16	3	0	28	4395	0	1	0
969	10	38	2	0	28	4395	0	1	0
970	1	5	2	0	28	4395	0	1	0
970	2	39	3	0	28	4395	2	0	0
970	3	32	22	0	28	4395	1	0	0
970	4	21	1	0	28	4395	0	1	0
970	6	6	2	0	28	4395	1	0	0
970	7	50	2	0	28	4395	0	1	0
970	11	57	1	0	28	4395	0	1	0
971	3	27	2	0	22	2769	0	1	0
971	5	18	2	0	28	4395	0	1	0
971	8	17	2	0	28	4395	0	1	0
971	10	36	1	0	28	4395	2	0	0
971	11	40	3	0	28	4395	0	1	0
971	12	47	1	0	28	4395	0	1	0
971	13	22	2	0	28	4395	2	0	0
972	2	37	2	0	28	4395	0	1	0
972	3	52	32	0	18	1980	1	0	0
972	6	4	1	0	28	4395	0	1	0
972	9	20	1	0	28	4395	1	0	0
972	10	45	3	0	28	4395	0	1	0
973	2	35	1	0	28	4395	0	1	0
973	3	14	34	0	20	2385	1	0	0
973	4	30	4	0	28	4395	1	0	0
973	5	51	5	0	10	935	0	1	0
973	6	6	2	0	28	4395	0	1	0
973	8	16	3	0	28	4395	2	0	0
974	2	39	3	0	28	4395	0	1	0
974	3	31	24	0	24	3182	0	1	0
974	4	24	3	0	10	935	0	1	0
974	5	11	3	0	8	839	0	1	0
974	7	44	1	0	28	4395	0	1	0
974	8	43	1	0	28	4395	0	1	0
974	10	36	1	0	28	4395	1	0	0
975	3	59	6	0	14	1527	1	0	0
975	4	23	5	0	10	935	0	1	0
975	6	41	3	0	28	4395	0	1	0
975	9	20	1	0	28	4395	0	1	0
975	13	22	2	0	28	4395	1	0	0
976	3	52	32	0	16	1836	0	1	0
976	4	30	4	0	28	4395	0	1	0
976	5	12	4	0	28	4395	1	0	0
976	10	38	2	0	28	4395	1	0	0
976	11	46	2	0	28	4395	0	1	0
977	1	5	2	0	28	4395	1	0	0
977	2	39	3	0	28	4395	3	0	0
977	3	25	37	0	16	1836	0	1	0
977	4	21	1	0	28	4395	1	0	0
977	10	36	1	0	28	4395	0	1	0
977	11	57	1	0	28	4395	1	0	0
977	13	48	1	0	28	4395	0	1	0
978	1	2	1	0	0	165	0	1	0
978	3	27	2	0	22	2769	1	0	0
978	5	18	2	0	28	4395	1	0	0
978	8	17	2	0	28	4395	1	0	0
978	11	40	3	0	28	4395	1	0	0
978	13	22	2	0	28	4395	3	0	0
979	3	9	19	0	24	3182	0	1	0
979	5	12	4	0	28	4395	0	1	0
979	7	42	3	0	28	4395	0	1	0
979	8	16	3	0	28	4395	0	1	0
979	10	38	2	0	28	4395	0	1	0
979	13	22	2	0	28	4395	0	1	0
980	1	5	2	0	28	4395	0	1	0
980	2	35	1	0	28	4395	1	0	0
980	3	49	18	0	24	3182	0	1	0
980	4	21	1	0	28	4395	0	1	0
980	6	6	2	0	28	4395	1	0	0
980	7	50	2	0	28	4395	0	1	0
980	11	57	1	0	28	4395	0	1	0
981	2	39	3	0	28	4395	1	0	0
981	3	31	24	0	24	3182	1	0	0
981	5	18	2	0	28	4395	0	1	0
981	8	17	2	0	28	4395	0	1	0
981	10	45	3	0	28	4395	0	1	0
981	11	40	3	0	28	4395	0	1	0
981	12	47	1	0	28	4395	0	1	0
982	2	35	1	0	8	839	0	1	0
982	3	59	6	0	14	1527	2	0	0
982	6	4	1	0	28	4395	0	1	0
982	9	20	1	0	28	4395	1	0	0
982	13	22	2	0	28	4395	2	0	0
983	3	52	32	0	16	1836	1	0	0
983	4	30	4	0	28	4395	1	0	0
983	5	51	5	0	8	839	0	1	0
983	6	6	2	0	28	4395	0	1	0
983	8	43	1	0	28	4395	0	1	0
984	2	37	2	0	28	4395	0	1	0
984	3	25	37	0	16	1836	1	0	0
984	4	24	3	0	10	935	0	1	0
984	5	11	3	0	10	935	0	1	0
984	7	44	1	0	28	4395	0	1	0
984	10	36	1	0	28	4395	1	0	0
985	2	39	3	0	28	4395	0	1	0
985	3	19	41	0	20	2385	0	1	0
985	6	41	3	0	28	4395	0	1	0
985	9	20	1	0	28	4395	0	1	0
986	3	9	19	0	24	3182	1	0	0
986	4	23	5	0	28	4395	0	1	0
986	5	12	4	0	28	4395	1	0	0
986	8	16	3	0	28	4395	1	0	0
986	10	38	2	0	28	4395	1	0	0
986	13	22	2	0	28	4395	1	0	0
987	1	5	2	0	28	4395	1	0	0
987	3	49	18	0	24	3182	1	0	0
987	4	21	1	0	28	4395	1	0	0
987	11	57	1	0	28	4395	1	0	0
987	13	48	1	0	28	4395	0	1	0
988	1	2	1	0	0	165	0	1	0
988	3	15	8	0	16	1836	0	1	0
988	4	30	4	0	14	1527	0	1	0
988	5	18	2	0	28	4395	1	0	0
988	8	17	2	0	28	4395	1	0	0
988	10	36	1	0	28	4395	0	1	0
988	11	40	3	0	28	4395	1	0	0
988	13	22	2	0	28	4395	0	1	0
989	3	8	29	0	24	3182	0	1	0
989	5	12	4	0	28	4395	0	1	0
989	6	4	1	0	28	4395	1	0	0
989	7	42	3	0	28	4395	0	1	0
989	8	16	3	0	28	4395	0	1	0
989	10	38	2	0	28	4395	0	1	0
989	11	46	2	0	28	4395	0	1	0
989	13	22	2	0	28	4395	3	0	0
990	1	5	2	0	28	4395	0	1	0
990	3	52	32	0	16	1836	2	0	0
990	4	21	1	0	28	4395	0	1	0
990	6	6	2	0	28	4395	1	0	0
990	7	50	2	0	28	4395	0	1	0
990	11	57	1	0	28	4395	0	1	0
991	3	25	37	0	16	1836	2	0	0
991	5	18	2	0	28	4395	0	1	0
991	8	17	2	0	28	4395	0	1	0
991	10	36	1	0	28	4395	2	0	0
991	11	40	3	0	28	4395	0	1	0
991	12	47	1	0	28	4395	0	1	0
992	2	35	1	0	8	839	0	1	0
992	3	19	41	0	20	2385	1	0	0
992	6	4	1	0	28	4395	0	1	0
992	9	20	1	0	28	4395	1	0	0
992	10	45	3	0	28	4395	0	1	0
993	3	28	28	0	24	3182	0	1	0
993	4	23	5	0	28	4395	1	0	0
993	5	51	5	0	10	935	0	1	0
993	6	6	2	0	28	4395	0	1	0
993	8	16	3	0	28	4395	2	0	0
994	2	37	2	0	28	4395	0	1	0
994	3	58	30	0	24	3182	0	1	0
994	4	24	3	0	10	935	0	1	0
994	5	11	3	0	8	839	0	1	0
994	7	44	1	0	28	4395	0	1	0
994	8	43	1	0	28	4395	0	1	0
995	2	39	3	0	28	4395	0	1	0
995	3	15	8	0	16	1836	1	0	0
995	4	30	4	0	14	1527	1	0	0
995	6	41	3	0	28	4395	0	1	0
995	9	20	1	0	28	4395	0	1	0
995	10	36	1	0	28	4395	1	0	0
995	13	22	2	0	28	4395	1	0	0
996	3	8	29	0	24	3182	1	0	0
996	4	23	5	0	8	839	0	1	0
996	5	12	4	0	28	4395	1	0	0
996	6	4	1	0	28	4395	2	0	0
996	10	38	2	0	28	4395	1	0	0
997	1	5	2	0	28	4395	1	0	0
997	3	25	37	0	16	1836	0	1	0
997	4	21	1	0	28	4395	1	0	0
997	11	57	1	0	28	4395	1	0	0
997	13	48	1	0	28	4395	0	1	0
998	1	2	1	0	0	165	0	1	0
998	2	37	2	0	28	4395	0	1	0
998	3	15	8	0	20	2385	0	1	0
998	4	30	4	0	14	1527	0	1	0
998	5	18	2	0	28	4395	1	0	0
998	8	17	2	0	28	4395	1	0	0
998	10	36	1	0	28	4395	3	0	0
998	11	40	3	0	28	4395	1	0	0
998	13	22	2	0	28	4395	0	1	0
999	2	39	3	0	28	4395	0	1	0
999	3	60	17	0	28	4395	0	1	0
999	5	12	4	0	28	4395	0	1	0
999	7	42	3	0	28	4395	0	1	0
999	8	16	3	0	28	4395	0	1	0
999	10	36	1	0	28	4395	0	1	0
999	11	46	2	0	28	4395	0	1	0
